institution_name,country
"aCollegeofMarineSciences,ShanghaiOceanUniversity,Shanghai201306,China",China
"aCollegeofMarineandEnvironmentalSciences,JamesCookUniversity,Townsville,Queensland4811,Australia",Australia
"aCollegeofScienceandEngineering,FlindersUniversity,Adelaide,SA,Australia",Australia
"aCollegeofScienceandEngineering,FlindersUniversity,BedfordPark,SouthAustralia5042,Australia",Australia
"aCollegeofScienceandEngineering,JamesCookUniversity,Townsville,QLD4811,Australia",Australia
"aCollegeofScienceandEngineering,JamesCookUniversity,Townsville,Qld4811,Australia",Australia
"aComputationalBiomechanicsResearchGroup,EvolutionandEcologyResearchCentre,SchoolofBiological,EarthandEnvironmentalSciences,UniversityofNewSouthWales,",
"aDepartment of Arctic Environment, National Environmental Research Institute, Frederiksborgvej 399,",
"aDepartment of Biological Sciences, California State University, Long Beach, CA 90840, United States",United States
"aDepartment of Biology, Florida International University, Miami, FL, USA",USA
"aDepartment of Biology, University of Bari Aldo Moro, Via Orabona, 4 - 70125 Bari, Italy",Italy
"aDepartment of Biology, University of Massachusetts Dartmouth, 285 Old Westport Rd., North Dartmouth, MA 02747, USA",USA
"aDepartment of Biology, University of Puerto Rico, Rio Piedras Campus, PO Box 23360, San Juan 00931, Puerto Rico",
"aDepartment of Cell Biology and Ecology,Faculty of Biology,University of Santiago de Compostela,15706Santiago de Compostela,Spain",Spain
"aDepartment of Coastal and Marine Fisheries, Sylhet Agricultural University, Sylhet, 3100, Bangladesh",Bangladesh
"aDepartment of Craniofacial Development and Stem Cell Biology, Floor 27 Guy’s Tower, Guys Campus, King’s College London, SE1 9RT, UK",UK
"aDepartment of Environmental Conservation, University of Massachusetts Amherst, Amherst, MA 01003, USA",USA
"aDepartment of Environmental Science & Policy, George Mason University, Fairfax, VA 22030, USA",USA
"aDepartment of Integrative Biology, University of South Florida, 4202 E. Fowler Ave, Tampa, FL 33613, USA",USA
"aDepartment of Life Sciences and Biotechnology, University of Ferrara, Via L. Borsari 46, 44121, Ferrara, Italy",Italy
"aDepartment of Oceanography and Fisheries, University of the Azores, PT-9901-862 Horta, Portugal",Portugal
"aDepartment of Primary Industries and Regional Development, Hillarys, Western Australia, 6025, Australia",Australia
"aDepartment of Wildlife and Range Management, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana",
"aDepartment of Zoology, University of Dhaka, Dhaka, 1000, Bangladesh",Bangladesh
"aDepartment ofBiological Sciences, Florida Atlantic University, 777GladesRoad,Boca Raton,FL 33431,USA",USA
"aDepartmentofAnaesthesia,LoganHospital,POBox4096,Loganholme,Queensland4129,Australia",Australia
"aDepartmentofAnimalPhysiology,UniversityofNijmegen,Toernooiveld,1,6525EDNijmegen,TheNetherlands",Netherlands
"aDepartmentofAnimalandVeterinarySciences,ClemsonUniversity,Clemson,SC29634,USA",USA
"aDepartmentofAquaticAnimalHealthandDiseases,IranianFisheriesScienceResearchInstitute(IFSRI),AgriculturalResearchEducationandExtension",
"aDepartmentofBiodiversity,SMLS,UniversityofLimpopo,P/BagX1106,Sovenga0727,SouthAfrica",
"aDepartmentofBiologicalScience,FloridaStateUniversity,Tallahassee,FL32306,USA",USA
"aDepartmentofBiologicalSciences,CaliforniaStateUniversity,LongBeach,1250BellflowerBlvd.,LongBeach,",
"aDepartmentofBiologicalSciences,CaliforniaStateUniversityLongBeach,1250BellflowerBlvd,LongBeach,CA90840,USA",USA
"aDepartmentofBiologicalSciences,DePaulUniversity,2325NorthCliftonAvenue,Chicago,IL,60614,USA",USA
"aDepartmentofBiologicalSciences,MacquarieUniversity,NorthRyde,2113,Sydney,NewSouthWales,Australia",Australia
"aDepartmentofBiologicalSciences,MacquarieUniversity,Sydney,NSW,2109,Australia",Australia
"aDepartmentofBiologicalSciences,UniversityofCapeTown,PrivateBagX3,Rondebosch,CapeTown7701,SouthAfrica",
"aDepartmentofBiology,DalhousieUniversity,Halifax,NovaScotia,CanadaB3H4J1",Canada
"aDepartmentofBiology,DalhousieUniversity,Halifax,NovaScotiaB3H4J1,Canada",Canada
"aDepartmentofBiology,FacultyofMarineandEnvironmentalSciences,UniversityofCádiz,InternationalCampusofExcellenceoftheSea(CEI-MAR),Av.República",
"aDepartmentofBiology,McMasterUniversity,1280MainSt.West,Hamilton,Ontario,CanadaL8S4K1",Canada
"aDepartmentofBiology,McMasterUniversity,1280MainStreetWest,Hamilton,Ontario,CanadaL8S4K1",Canada
"aDepartmentofBiology,MemorialUniversityofNewfoundland,St.John’s,NLA1B3X9,Canada",Canada
"aDepartmentofBiology,MountAllisonUniversity,Sackville,NB,CanadaE4L1E4",Canada
"aDepartmentofBiology,SanDiegoStateUniversity,SanDiego,CA,92182-4614,USA",USA
"aDepartmentofBiology,TheUniversityofMississippi,ShoemakerHall,University,MS38677,USA",USA
"aDepartmentofBiology,UniversityCollegeLondon,DarwinBuilding,GowerStreet,LondonWC1E6BT,UK",UK
"aDepartmentofBiology,UniversityofAntwerp,Groenenborgerlaan171,2020Antwerp,Belgium",Belgium
"aDepartmentofBiology,UniversityofMassachusettsDartmouth,285OldWestportRd.,Dartmouth,MA02747,USA",USA
"aDepartmentofBiology,UniversityofMississippi,30UniversityAvenue,P.O.Box1848,UniversityMS,38677,UnitedStatesofAmerica",
"aDepartmentofBiology,UniversityofOttawa,Ottawa,ONK1N6N5,Canada",Canada
"aDepartmentofBiology,UniversityofPuertoRico–RioPiedras(UPRRP),SanJuan,PR00931-3360,PR,USA",USA
"aDepartmentofBiology,WestChesterUniversity,WestChester,PA19383,USA",USA
"aDepartmentofBiology,WestChesterUniversity,WestChester,PA19383,UnitedStates",
"aDepartmentofBiologyandBurkeMuseum,UniversityofWashington,Seattle,WA,98105,USA",USA
"aDepartmentofCellandMolecularBiology,UniversityofACorun˜a,ACorun˜a15008,Spain",Spain
"aDepartmentofChemical,Biological,PharmaceuticalandEnvironmentalSciences,UniversityofMessina,VialeF.Stagnod'Alcontres31,98166,Messina,Italy",Italy
"aDepartmentofComputerScience,CaliforniaPolytechnicStateUniversity,SanLuisObispo,SanDiego,CA92106,UnitedStates",
"aDepartmentofEarth,EnvironmentandLifeSciences(DISTAV),UniversityofGenoa,CorsoEuropa26,16132Genova,Italy",Italy
"aDepartmentofEcology&EvolutionaryBiology,&BiodiversityInstitute,UniversityofKansas,HaworthHall,1200SunnysideAve.,Lawrence,KS66045-7534,USA",USA
"aDepartmentofEcology&EvolutionaryBiology,UniversityofConnecticut,75N.EaglevilleRd.,Storrs,CT06269-3043,USA",USA
"aDepartmentofEcology&EvolutionaryBiology,UniversityofConnecticut,75N.EaglevilleRd.,Storrs,CT06269–3043,USA",USA
"aDepartmentofEcologyandEvolutionaryBiology,UniversityofCalifornia,Irvine,CA92697,USA",USA
"aDepartmentofEcologyandEvolutionaryBiology,UniversityofConnecticut,Unit3043,75N.EaglevilleRoad,Storrs,CT06269-3043,USA",USA
"aDepartmentofEnvironmental,Population,andOrganismicBiology,UniversityofColorado,Boulder,CO80309,USA",USA
"aDepartmentofEnvironmentalBiologyandFisheriesScience,NationalTaiwanOceanUniversity,2Pei-NingRoad,Keelung,Taiwan",Taiwan
"aDepartmentofEnvironmentalConservation,UniversityofMassachusettsAmherst,Amherst,MA,USA",USA
"aDepartmentofEnvironmentalScience&Policy,GeorgeMasonUniversity,Fairfax,VA22030,USA",USA
"aDepartmentofEnvironmentalSciences,Zoology,UniversityofBasel,Basel,Switzerland",Switzerland
"aDepartmentofFisheries,AnimalandVeterinarySciences,UniversityofRhodeIsland,Kingston,",
"aDepartmentofFisheries,CentroInterdisciplinariodeCienciasMarinas,Av.InstitutoPolite´cnicoNacional,",
"aDepartmentofFisheriesOceanography,SchoolforMarineScienceandTechnology,UniversityofMassachusettsDartmouth,836SouthRodneyFrenchBlvd.,New",
"aDepartmentofFisheriesandWatershedManagement,KwameNkrumahUniversityofScienceandTechnology,Kumasi,Ghana",
"aDepartmentofFoodScienceandTechnology,TokyoUniversityofFisheries,4-5-7,Konan,Minato-ku,Tokyo108-8477,Japan",Japan
"aDepartmentofFoodScienceandTechnologyandInstituteofBiotechnology,ChonnamNationalUniversity,300Yongbong-dongBuk-gu,",UK
"aDepartmentofGenetics,HarvardMedicalSchool,Boston,MA02115;bKoreanGenomicsCenter,UlsanNationalInstituteofScienceandTechnology,44919",Korea
"aDepartmentofGeologicalEngineering,MiddleEastTechnicalUniversity,06800,Ankara,Turkey",Turkey
"aDepartmentofGeosciences,TexasTechUniversity,Lubbock,TX79409,USA",USA
"aDepartmentofGeosciences,UniversityofPadova,ViaG.Gradenigo6,35131,Padova,Italy",Italy
"aDepartmentofGeosciences,UniversityofPadova,ViaGradenigo6,I-35131Padova,Italy",Italy
"aDepartmentofIntegrativeBiology,UniversityofSouthFlorida,4202EastFowlerAvenue,Tampa,FL33620,USA",USA
"aDepartmentofLifeSciencesandBiotechnology,UniversityofFerrara,BorsariSt.46,44121,Ferrara,Italy",Italy
"aDepartmentofMarineBiologyandEcology,RosenstielSchoolofMarineandAtmosphericSciences,UniversityofMiami,Miami,FL33149,USA",USA
"aDepartmentofMarineBioscience,Gangneung-WonjuNationalUniversity,Gangneung25457,RepublicofKorea",Korea
"aDepartmentofMarineScienceandEnvironmentalStudies,UniversityofSanDiego,SanDiego,CA,USA",USA
"aDepartmentofMedicalBiochemistryandBiophysics,KarolinskaInstitutet,SE-17177Stockholm,Sweden",Sweden
"aDepartmentofMicrobiology,CollegeofVeterinaryMedicine,KingFaisalUniversity,P.O.Box:400,Al-Ahsa31982,SaudiArabia",
"aDepartmentofMicrobiologyandParasitology,SchoolofMolecularandMicrobialSciences,TheUniversityofQueensland,",
"aDepartmentofNaturalHistory,RoyalOntarioMuseum,100Queen’sPark,Toronto,Ont.,CanadaM5S2C6",Canada
"aDepartmentofNaturalResourcesandEnvironmentalSciences,UniversityofIllinoisatUrbana-Champaign,1102S.GoodwinAve.,Urbana,IL61801,USA",USA
"aDepartmentofPathology,UniversityofGeorgia,501D.W.BrooksDrive,Athens,GA30602,USA",USA
"aDepartmentofPrimaryIndustriesandRegionalDevelopment,WesternAustralianFisheriesandMarineResearchLaboratories,POBox20,NorthBeach,WA6920,",Australia
"aDepartmentofWildlife,Fish,&ConservationBiology,UniversityofCalifornia,",
"aDepartmentofWildlifeandFisheriesSciences,TexasA&MUniversity,CollegeStation,TX77843,USA",USA
"aDepartmentofZoology,2538TheMall, Uni6ersityofHawaii, Honolulu, HI96822,USA",USA
"aDepartmentofZoology,Go¨teborgUniversity,AnimalEcology,Box463,SE-40530Go¨teborg,Sweden",Sweden
"aDepartmentofZoology,HawaiiInstituteofMarineBiology,UniversityofHawaiiatManoa,Honolulu,HI96822,USA",USA
"aDepartmentofZoology,TheUniversityofWesternAustralia,Nedlands,WA6907,Australia",Australia
"aDepartmentofZoology,UniversityofBritishColumbia,6270UniversityBlvd.,Vancouver,BritishColumbia,CanadaV6T1Z4",Canada
"aDepartmentofZoology,UniversityofGuelph,Guelph,OntarioN1G2W1,Canada",Canada
"aDepartmentofZoology,UniversityofHawai’iatManoa,Honolulu,HI96822,USA",USA
"aDepartmentofZoology,UniversityofMelbourne,Parkville3052,Victoria,Australia",Australia
"aDipartimentodiBiologiaAnimaleedell’Uomo,TorinoUniversity,ViaAccademiaAlbertina13,10123Torino,Italy",Italy
"aDivisionofLifeSciences,RutgersUniversity,604AllisonRoad,Piscataway,NJ,USA",USA
"aEmoryUniversitySchoolofMedicine,DepartmentofMedicine,DivisionofInfectiousDiseases,Atlanta,GA,USA",USA
"aEnvironmentDepartment,UniversityofYork,Heslington,YorkYO105DD,UK",UK
"aEnvironmental Protection Agency, Office of Research and Development, National Health and Environmental Effects Laboratory, Atlantic Ecology Division, 27 Tarzwell Dr, Narragansett,",
"aEnvironmentandSustainabilityInstitute,UniversityofExeter,PenrynCampus,CornwallTR109FE,UK",UK
"aFacultyofFisheries,KagoshimaUniversity,Kagoshima890-0056,Japan",Japan
"aFacultyofMedicine,Uni(cid:1)ersityofSydney,Sydney,NewSouthWales2006,Australia",Australia
"aFacultyofPharmaceuticalSciences,HealthSciencesUniversityofHokkaido,1757Ishikari-Tobetsu,Hokkaido061-0293,Japan",Japan
"aFish Ecology and Conservation Physiology Laboratory, Department of Biology and Institute of Environmental Science, Carleton University,",
"aFishMuseum,ZoologyDepartment,UniversityofBritishColumbia,Vancouver,Canada",Canada
"aFishery Resource Analysis and Monitoring Division, Northwest Fisheries Science Center, National Marine Fisheries Service, National Oceanic and",
"aFishery Resource Analysis and Monitoring Division, Northwest Fisheries Science Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration, 2725",
"aFishingandFisheriesResearchCentre,SchoolofEarthandEnvironmentalSciences,JamesCookUniversity,Townsville,Queensland4811,Australia",Australia
"aFloridaInternationalUniversity,SchoolofEnvironment,ArtsandSociety,MarineSciencesProgram,3000NE151st,NorthMiami,FL33181,USA",USA
"aFloridaProgramforSharkResearch,FloridaMuseumofNaturalHistory,UniversityofFlorida,Gainesville,FL,USA",USA
"aFloridaProgramforSharkResearch,FloridaMuseumofNaturalHistory,UniversityofFlorida,Gainesville,USA",USA
"aFloridaStateUniversityCoastalandMarineLaboratory,St.Teresa,FL,USA",USA
"aFreshwaterFishGroupandFishHealthUnit,SchoolofVeterinaryandLifeSciences,MurdochUniversity,Murdoch,Western",
"aGISandRemoteSensingGroup,CharlesDarwinUniversity,Darwin,NorthernTerritory0909,Australia",Australia
"aGalápagosScienceCenter,UniversidadSanFranciscodeQuito,IslaSanCristóbal,Galápagos200150,Ecuador",Ecuador
"aGlobalEnvironmentalScience,UniversityofHawaii,Honolulu,HI96822,USA",USA
"aGreatLakesInstituteforEnvironmentalResearch,UniversityofWindsor,401SunsetAvenue,ON,N9B3P4,Canada",Canada
"aGreatLakesInstituteforEnvironmentalResearch,UniversityofWindsor,401SunsetAvenue,Windsor,ON,CanadaN9B3P4",Canada
"aGreatLakesInstituteforEnvironmentalResearch,UniversityofWindsor,401SunsetAvenue,Windsor,Ontario,Canada,N9B3P4",Canada
"aGreatLakesInstituteforEnvironmentalResearch,UniversityofWindsor,Windsor,OntarioN9B3P4,Canada",Canada
"aGriffithCentreforCoastalManagement,GriffithSchoolofEngineering,GriffithUniversity,GoldCoast,Queensland,4222,Australia",Australia
"aGulf Fisheries Centre, Fisheries and Oceans Canada, Moncton, NB E1C 9B6, Canada",Canada
"aGulfFisheriesCentre,FisheriesandOceansCanada,Moncton,NBE1C9B6,Canada",Canada
"aHadalEnvironmentalScienceEducationProgram,OceanResearchInstitute,TheUniversityofTokyo,Nakano-ku,Tokyo164-8639,Japan",Japan
"aHarbor Branch Oceanographic Institute, Florida Atlantic University, 5600 US1 North, Fort Pierce, Florida 34946, USA",USA
"aHawaiiInstituteofMarineBiology,Kaneohe,HI,USA",USA
"aHawaiiInstituteofMarineBiology,UniversityofHawaii,POBox1346,KaneoheHI96744,USA",USA
"aHeinrich-Heine-UniversityDu¨sseldorf,InstituteofZoomorphology,CellBiologyandParasitology,Universita¨tsstrasse1,40225Du¨sseldorf,Germany",Germany
"aHeinrich-Heine-UniversityDüsseldorf,InstituteforZoomorphology,CellBiology,andParasitology,Universitätsstrasse1,40225Düsseldorf,Germany",Germany
"aHenry Fok College of Food Science, Shaoguan University, Shaoguan, 512005, China",China
"aHopkins Marine Station, Stanford University, Pacific Grove, CA, USA",USA
"aHopkinsMarineStation,StanfordUniversity,PacificGrove,California,USA",USA
"aHopkinsMarineStationofStanfordUniversity,120OceanViewBlvd,PacificGrove,CA93950,USA",USA
"aHumboldt-Universita€tzuBerlin,FacultyofLifeSciences,Berlin,Germany",Germany
"aHypoxiaandIschemiaResearchUnit,HeartFoundationResearchCentreandtheSchoolofPhysiotherapyandExerciseScience,GriffithUniversity,GoldCoastCampus,Queensland,4222,Australia",Australia
"aHypoxiaandIschemiaResearchUnit,SchoolofPhysiotherapyandExerciseScience,GriffithUniversityGoldCoastCampus,Southport4222,Australia",Australia
"aIAEAMarineEnvironmentLaboratory,4QuaiAntoine1er,MC98000,Monaco",Monaco
"aIEO—CentreOceanogra`ficdelesBalears,MolldePonents/n,07015Palma,Spain",Spain
"aIFREMER(FrenchResearchInstituteforExploitationoftheSea),LaboratoryofBiogeochemistryofOrganicContaminants,Ruedel'Iled'Yeu,BP21105,44311NantesCedex3,France",France
"aIFREMER,Institutfrançaisderecherchepourl'exploitationdelamer,MarineFisheriesResourceLaboratory,150quaiGambetta,62321Boulogne-sur-mer,France",France
"aIMAS,UniversityofTasmania,PrivateBag77,Hobart,TAS,7001,Australia",Australia
"aISPRA,ItalianNationalInstituteforEnvironmentalProtectionandResearch,ViadiCastelRomano100,00128,Roma,RM,Italy",Italy
"aInstitute for Agricultural and Fisheries Research (ILVO), Bio-Environmental Research group, Ankerstraat 1, 8400 Oostende, Belgium",Belgium
"aInstitute of Environment, Department of Biological Sciences, Florida International University, North Miami, FL, United States",United States
"aInstitute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Z ˙ wirki i Wigury 101, 02-089 Warsaw, Poland",Poland
"aInstitute of Marine Research (IMAR), IMAR Centre of the University of the Azores, Rua Prof. Doutor Frederico Machado No. 4, 9901-862 Horta, Portugal",Portugal
"aInstitute of Marine Science, University of Auckland, Auckland 1010, New Zealand",New Zealand
"aInstitute of Marine Sciences, University of North Carolina at Chapel Hill, Morehead City, NC 28557, USA",USA
"aInstitute of Parasitology, Biology Centre, Czech Academy of Sciences, C ˇ esk´e Budˇejovice, Czech Republic",Czech Republic
"aInstitute of the Earth Sciences, St. Petersburg State University, St. Petersburg, Russia",
"aInstituteofBiologicalandEnvironmentalSciences,UniversityofAberdeen,ZoologyBuilding,AB242TZ,UK",UK
"aInstituteofComputingScienceandTechnology,GuangzhouUniversity,Guangzhou510006,China",China
"aInstituteofEnvironmentalSustainability,BiologicalSciences,SwanseaUniversity,SingletonParkSA28PP,UK",UK
"aInstituteofMarineAffairsandResourceManagement,CenterofExcellencefortheOceans,NationalTaiwanOceanUniversity,Taiwan",Taiwan
"aInstituteofMarineAffairsandResourceManagement,NationalTaiwanOceanUniversity,Keelung,Taiwan",Taiwan
"aInstituteofMarineBiologicalResourcesandInlandWaters,HellenicCentreforMarineResearch,P.O.Box2214,Heraklion,Crete,Greece",Greece
"aInstituteofNaturalandMathematicalSciences(INMS),AlbanyExpressway(SH17),MasseyUniversity,AlbanyCampus,0745Auckland,NewZealand",
"aInstituteofZoology,NationalTaiwanUniversity,Taiwan,ROC",Taiwan
"aInstituto de Investigaciones Marinas, Consejo Superior de Investigaciones Científicas (IIM, CSIC), Department of Ecology and Marine Resources, Eduardo Cabello 6,",
"aJames Cook University Singapore, 149 Sims Drive, 387380, Singapore",Singapore
"aJapanFisheriesandEducationAgency,FisheriesResourcesInstitute,FisheriesStockAssessmentCenter,PelagicFishResourcesDivision,YokohamaFieldStation,2-12-4",Japan
"aLaboratoryofPhysiology,AtmosphereandOceanResearchInstitute,TheUniversityofTokyo,Kashiwa,Chiba277-8564,Japan",Japan
"aLaboratoryofPhysiology,AtmosphereandOceanResearchInstitute,UniversityofTokyo,5-1-5Kashiwanoha,Kashiwa,Chiba277-8564,Japan",Japan
"aLaboratoryofPhysiology,OceanResearchInstitute,UniversityofTokyo,1-15-1Minamidai,Nakano,Tokyo164-8639,Japan",Japan
"aLargeMarineVertebratesResearchInstitutePhilippines,CaguladaCompound,Jagna,Bohol,Philippines",Philippines
"aLeibniz-InstituteofFreshwaterEcologyandInlandFisheries,Berlin,Germany",Germany
"aLeonardandJayneAbessCenterforEcosystemScienceandPolicy,UniversityofMiami,CoralGables,FL,USA",USA
"aMARE - Marine and Environmental Sciences Centre, Faculdade de Ciˆencias da Universidade de Lisboa, Campo Grande, 1749-016, Lisbon, Portugal",Portugal
"aMARE–MarineandEnvironmentalSciencesCentre,ESTM,InstitutoPolitécnicodeLeiria,2520-641Peniche,Portugal",Portugal
"aMARE–MarineandEnvironmentalSciencesCentre,ESTM,PolitécnicodeLeiria,2520-641,Peniche,Portugal",Portugal
"aMantaRayandWhale SharkResearch Centre,MarineMegafauna Association, PraiadoTofo,Inhambane, Mozambique",Mozambique
"aMarine Biological Association of the United Kingdom, The Laboratory, Citadel Hill, Plymouth, PL1",United Kingdom
"aMarine and Freshwater Research Centre, Galway-Mayo Institute of Technology, Galway, Ireland",Ireland
"aMarineBiologicalAssociationoftheUnitedKingdom,TheLaboratory,CitadelHill,Plymouth,PL12PB,UK",UK
"aMarineBiologicalAssociationoftheUnitedKingdom,TheLaboratory,CitadelHill,PlymouthPL12PB,UK",UK
"aMarineBiologicalAssociationoftheUnitedKingdom,TheLaboratory,CitadelHill,PlymouthPL12PB,UnitedKingdom",
"aMarineBiologicalAssociationoftheUnitedKingdom,TheLaboratory,PlymouthPL12PB,UnitedKingdom;bCentrodeInvestigaçãoemBiodiversidadee",
"aMarineBiologyLaboratory,EarthandLifeInstitute,CatholicUniversityofLouvain,3PlaceCroixduSud,BuildingKelnerD-107,1348Louvain-la-Neuve,Belgium",Belgium
"aMarineEnvironmentalBiology,UniversityofSouthernCalifornia,3616TrousdalePkwy,",
"aMarineInstitute,Abbotstown,Dublin15,Ireland",Ireland
"aMarineInstituteandSchoolofBiologicalandMarineScience,UniversityofPlymouth,DrakeCircus,Plymouth,DevonPL48AA,UnitedKingdom",
"aMarineProgram,SouthAfricanNationalBiodiversityInstitute,PrivateBagX7,Claremont,7735,SouthAfrica",
"aMarineSciencesProgram,DepartmentofBiologicalSciences,FloridaInternationalUniversity,3000NE151stStreet,NorthMiami,FL33181,USA",USA
"aMarineSciencesProgram,FloridaInternationalUniversity,3000NE151st,NorthMiami,FL33181,USA",USA
"aMarineScotland-Science,MarineLaboratory,Aberdeen,UK",UK
"aMassachusettsInstituteofTechnology–WoodsHoleOceanographicInstitutionJointPrograminOceanography/AppliedOceanScienceandEngineering,",
"aMiddle East Technical University, Institute of Marine Science, Department of Marine Biology and Fisheries, Mersin, Turkey",Turkey
"aMolecular Breeding and Biodiversity Group, Genetics Department, Stellenbosch University, Private Bag X1, Matieland 7602, South Africa",South Africa
"aMolecularBreedingandBiodiversityGroup,DepartmentofGenetics,StellenboschUniversity,PrivateBagXI,Stellenbosch,7602,SouthAfrica",
"aMontereyBayAquariumResearchInstitute,7700SandholdtRoad,MossLanding,CA,95039,USA",USA
"aMorrisKahnMarineResearchStation,DepartmentofMarineBiology,LeonH.CharneySchoolofMarineScience,UniversityofHaifa,Haifa,Israel",Israel
"aMoteMarineLaboratory,1600KenThompsonParkway,Sarasota,FL34236,USA",USA
"aMurdochUniversityCetaceanResearchUnit,SchoolofVeterinaryandLifeSciences,MurdochUniversity,Murdoch,WesternAustralia6150,Australia",Australia
"aNOAA,NationalMarineFisheriesService,NortheastFisheriesScienceCenter,166WaterStreet,WoodsHole,MA02543,USA",USA
"aNOAA,NationalMarineFisheriesService,PacificIslandsFisheriesScienceCenter,Honolulu,HI96816,USA",USA
"aNOAA,NationalMarineFisheriesService,SoutheastFisheriesScienceCenter,3500DelwoodBeachRoad,PanamaCity,FL32408,UnitedStates",Panama
"aNSWDepartmentofPrimaryIndustries,FisheriesConservationTechnologyUnit,NationalMarineScienceCentre,POBox4321,CoffsHarbour,NSW,2450,Australia",Australia
"aNational Fisheries University, Japan Fisheries Research and Education Agency, 2-7-1 Nagata-honmachi, Shimonoseki, Yamaguchi 759-6595, Japan",Japan
"aNational Marine Science Centre, Southern Cross University, Coffs Harbour, NSW, Australia",Australia
"aNationalInstituteofPolarResearch,Tachikawa,Tokyo190-8518,Japan",Japan
"aNationalInstituteofPolarResearch,Tachikawa,Tokyo190-8518,Japan;bDepartmentofPolarScience,SOKENDAI(TheGraduateUniversityforAdvanced",Japan
"aNationalInstituteofWaterandAtmosphericResearch,P.O.Box14901,Wellington,NewZealand",
"aNationalInstituteofWaterandAtmosphericResearch,Wellington,NewZealand",
"aNationalMarineFisheriesService,SoutheastFisheriesScienceCenter,3500DelwoodBeachRoad,",
"aNationalMarineScienceCentre,SouthernCrossUniversity,NewSouthWales,Australia",Australia
"aNationalSunYat-senUniversity,DepartmentofOceanography,Kaohsiung,Taiwan",Taiwan
"aNaturalHistoryMuseumofDenmark(ZoologicalMuseum),UniversityofCopenhagen,DK-2100CopenhagenØ,Denmark",Denmark
"aNewMaterialsGroup,DepartmentofAppliedPhysics,UniversityofVigo,IISGS,MTI,CampusLagoas-Marcosende,Vigo36310,Spain",Spain
"aNonlinear and Non-equilibrium Physics Unit, Okinawa Institute of Science and Technology Graduate University, Okinawa, 904-0495, Japan",Japan
"aNorthwestFisheriesScienceCenter/NationalOceanicandAtmosphericAdministration,Seattle,WA,U.S.A.",
"aOKEANOS-UAcUniversityoftheAzores,Horta,Azores,Dept.ofOceanographyandFisheries,9900-862,Horta,Portugal",Portugal
"aOcean Associates, Inc. Under Contract to the Southwest Fisheries Science Center, National Marine Fisheries Service, National Oceanic and Atmospheric",
"aOrganizationforRegionalIndustrialAcademicCooperation,TottoriUniversity,4-101Koyamacho-Minami,Tottori680-8550,Japan",Japan
"aPSL,LabexCORAIL,USR3278CNRS-EPHE-UPVD,CentredeRechercheInsulaireetObservatoiredel’Environnement(CRIOBE),BP1013,Papetoai,98729Moorea,",
"aPacificShark Research Center,MossLandingMarine Laboratories,8272MossLanding Road,MossLanding,CA95039,USA",USA
"aPacificSharkResearchCenter,MossLandingMarineLaboratories,8272MossLandingRoad,MossLanding,CA95039,UnitedStates",
"aPfleger Institute of Environmental Research (PIER), 315 Harbor Drive South, Suite B Oceanside, CA, 92054, USA",USA
"aPfleger Institute of Environmental Research (PIER), Oceanside, CA 92054, United States",United States
"aPortugueseInstitutefortheOceanandAtmosphere(IPMA),Avenida5deOutubros/n,8700-305,Olhão,Portugal",Portugal
"aPortugueseInstitutefortheOceanandAtmosphere,I.P.(IPMA),Avenida5deOutubros/n,8700-305Olha~o,Portugal",Portugal
"aPortugueseInstitutefortheOceanandAtmosphere,I.P.(IPMA),Olhão,Portugal",Portugal
"aPresentaddress:BiocurrentsResearchCenter,MarineBiologyLaboratory,7MBLStreet,",
"aProgramofFisheriesandAquaticSciences,SchoolofForestResourcesandConservation,UniversityofFlorida,FL32653,USA",USA
"aRed Sea Research Center, King Abdullah University of Science and Technology, 23955-6900 Thuwal, Saudi Arabia",Saudi Arabia
"aResearch Institute for the Environment and Livelihoods, Charles Darwin University, Darwin, Northern Territory 0909, Australia",Australia
"aResearchCenterforGeneticMedicine,Children'sNationalMedicalCenter,DepartmentofIntegrativeSystemsBiology,TheGeorgeWashingtonUniversitySchoolofMedicine&HealthSciences,",
"aResearchInstitutefortheEnvironmentandLivelihoods,CharlesDarwinUniversity,Darwin,NorthernTerritory0909,Australia",Australia
"aRosenstiel School of Marine and Atmospheric Science, University of Miami, Miami, FL, USA",USA
"aRosenstielSchoolofMarineandAtmosphericScience,UniversityofMiami,4600RickenbackerCauseway,Miami,FL33149,USA",USA
"aRosenstielSchoolofMarineandAtmosphericScience,UniversityofMiami,Miami,FL33149,USA",USA
"aSaintJoseph'sUniversity,DepartmentofBiology,5600CityAvenue,Philadelphia,PA,19131,USA",USA
"aSanDiegoStateUniversity,DepartmentofBiology,SanDiego,CA,UnitedStates",
"aSanFranciscoEstuaryInstitute,7770PardeeLane,Oakland,CA94621,USA",USA
"aSanFranciscoStateUniversity,DepartmentofBiology,1600HollowayAve.,SanFrancisco,CA94132,UnitedStates",
"aSaveOurSeasSharkResearchCenter,NovaSoutheasternUniversity,DaniaBeach,FL33004;bGuyHarveyResearchInstitute,NovaSoutheasternUniversity,",
"aSchool of Biological Sciences, The University of Western Australia, Perth, WA, Australia; bOceans Institute,",Australia
"aSchool of Biological Sciences, Victoria University of Wellington, P.O. Box 600, Wellington, New Zealand",New Zealand
